target,ra,dec,BJD,RV_mlc_nzp,e_RV_mlc_nzp,RV_drs_nzp,e_RV_drs_nzp,RV_mlc,e_RV_mlc,RV_drs,e_RV_drs,RV_mlc_j,e_RV_mlc_j,CRX,e_CRX,dLW,e_dLW,Halpha,e_Halpha,NaD1,e_NaD1,NaD2,e_NaD2,f_RV,FWHM_DRS,CONTRAST_DRS,BIS,RVGUESS,SNR_DRS,BJD_DRS,BERV,BERV_DRS,DRIFT,e_DRIFT,SA,NZP_mlc,dNZP_mlc,NZP_drs,dNZP_drs,TMMEAN,EXPTIME,MLCRX,E_MLCRX,TIMEID,DRIFT_LAMP,MASK,PROGID,PROGPI,AIRMASS,OBHAB,THAR_FP,DPR_TYPE,RHKp,dRHKp,sourceflag,vsinflag,metflag
GJ711,275.32914,-2.90049,2454238.9284876,-1.141344,0.889153,9441.19411,1.001166,-4.885223,0.238541,9440.933973,0.199078,-4.896219,0.23854,-4.896655,2.286155,1.274939,0.532455,0.43563,0.000246,0.254439,0.0003,0.394806,0.000414,0,6.752528,44.42661,0.050436,8.9,300.1,2454238.92856,17.225963,17.226078,0.763,-9999999,0,0.501488,0.856557,-0.260137,0.981174,0.32,39.9952,-4.91823,2.259247,2007-05-18T10:10:41.301,-9999999,K5,079.D-0466(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K0,7.31933806058972E-06,6.47635289433931E-07,0,0,0
GJ711,275.32914,-2.90049,2454238.9293052,-1.118847,0.911084,9441.168487,1.01571,-4.862982,0.310456,9440.906814,0.262609,-4.87381,0.310461,-1.46284,2.465336,3.412769,0.662694,0.435763,0.000306,0.254775,0.000383,0.394688,0.000528,0,6.754602,44.403905,0.051899,8.9,235.1,2454238.92938,17.224119,17.22423,0.817,-9999999,0.000001,0.501232,0.856558,-0.261674,0.981174,0.31,39.995,-1.48091,2.441866,2007-05-18T10:11:52.335,-9999999,K5,079.D-0466(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K0,7.72892305539125E-06,6.07828187308845E-07,0,0,0
GJ711,275.32914,-2.90049,2454238.9301272,-1.06767,0.899768,9441.238918,1.007802,-4.812063,0.275483,9440.975701,0.23013,-4.823038,0.275477,1.432634,2.354266,2.82253,0.66807,0.435499,0.00026,0.254255,0.000328,0.394997,0.000453,0,6.753452,44.405506,0.051234,8.9,273.4,2454238.9302,17.222272,17.222388,1.095,-9999999,0.000002,0.500975,0.856558,-0.263219,0.981175,0.31,39.9958,1.406632,2.332615,2007-05-18T10:13:03.358,-9999999,K5,079.D-0466(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K0,6.77728155236814E-06,5.58817714552849E-07,0,0,0
GJ711,275.32914,-2.90049,2454238.9309578,-0.224587,0.892933,9442.359393,1.003203,-3.96924,0.252262,9442.094615,0.209071,-3.98032,0.252262,-6.610237,2.262963,0.956966,0.537902,0.435625,0.000237,0.254249,0.000299,0.395493,0.000413,0,6.751984,44.423307,0.050715,8.9,300.3,2454238.93103,17.220414,17.220507,0.853,-9999999,0.000002,0.500714,0.856559,-0.26478,0.981175,0.32,39.9984,-6.63348,2.242591,2007-05-18T10:14:14.712,-9999999,K5,079.D-0466(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K0,7.32896402869189E-06,6.88489977559988E-07,0,0,0
GJ711,275.32914,-2.90049,2454238.9317737,-1.923967,0.88527,9440.906267,0.998043,-5.668875,0.223627,9440.639957,0.182711,-5.679907,0.223625,-0.928455,2.22607,0.75426,0.687472,0.435784,0.000208,0.254821,0.000262,0.394384,0.000361,0,6.752044,44.427207,0.051788,8.9,343.1,2454238.93184,17.218596,17.218706,0.909,-9999999,0.000003,0.500459,0.856559,-0.266313,0.981176,0.31,39.9957,-0.947931,2.193604,2007-05-18T10:15:25.606,-9999999,K5,079.D-0466(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K0,6.96064142426934E-06,4.81293235129861E-07,0,0,0
GJ711,275.32914,-2.90049,2454238.932601,-1.694297,0.885724,9440.957548,0.998489,-5.439465,0.225416,9440.689684,0.185132,-5.450346,0.225417,-2.337644,2.315192,0.87194,0.511118,0.436004,0.000217,0.254419,0.00027,0.394436,0.000373,0,6.753302,44.425927,0.051746,8.9,332.5,2454238.93268,17.216759,17.216861,0.962,-9999999,0.000004,0.5002,0.85656,-0.267868,0.981176,0.32,39.9996,-2.36214,2.286139,2007-05-18T10:16:36.680,-9999999,K5,079.D-0466(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K0,7.55650450065651E-06,6.79897786108286E-07,0,0,0
GJ711,275.32914,-2.90049,2454238.9334225,-0.884592,0.89166,9441.529796,1.002383,-4.630017,0.247714,9441.260389,0.205092,-4.641085,0.247713,-6.513632,2.222678,2.229723,0.648159,0.43564,0.000233,0.254668,0.000295,0.394197,0.000406,0,6.753285,44.413879,0.051447,8.9,304.4,2454238.9335,17.214944,17.21505,0.796,-9999999,0.000005,0.499942,0.85656,-0.269412,0.981177,0.32,40.0008,-6.543793,2.197824,2007-05-18T10:17:47.654,-9999999,K5,079.D-0466(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K0,7.65670689441158E-06,7.04556175616041E-07,0,0,0
GJ711,275.32914,-2.90049,2454238.9342513,-0.65509,0.886396,9442.051797,0.9991,-4.400774,0.228039,9441.780833,0.188392,-4.411843,0.228028,-3.075695,2.02084,1.057476,0.437834,0.435209,0.000222,0.254539,0.000276,0.394247,0.000381,0,6.752636,44.424925,0.052038,8.9,325.3,2454238.93433,17.213119,17.21322,0.798,-9999999,0.000005,0.499683,0.856561,-0.270969,0.981177,0.33,39.9973,-3.10248,1.995329,2007-05-18T10:18:58.858,-9999999,K5,079.D-0466(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K0,7.17100709892523E-06,4.99464002088813E-07,0,0,0
GJ711,275.32914,-2.90049,2454238.9350676,-0.712828,0.886032,9441.738051,0.998538,-4.458768,0.226617,9441.465553,0.185388,-4.469687,0.226621,-2.353325,1.573396,0.394168,0.548475,0.435395,0.000212,0.254329,0.000267,0.394786,0.000368,0,6.752196,44.427973,0.051149,8.9,336.3,2454238.93514,17.21133,17.211428,0.585,-9999999,0.000006,0.499427,0.856561,-0.272504,0.981178,0.32,39.9999,-2.374472,1.535313,2007-05-18T10:20:09.781,-9999999,K5,079.D-0466(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K0,7.32146718720898E-06,5.26150327254305E-07,0,0,0
GJ711,275.32914,-2.90049,2454238.9358987,-1.384312,0.892777,9441.172034,1.003225,-5.130512,0.251698,9440.897976,0.209161,-5.141488,0.251698,-1.040647,2.678331,2.090856,0.522036,0.435907,0.000244,0.254682,0.000305,0.395543,0.000421,0,6.752576,44.418831,0.051593,8.9,294.4,2454238.93598,17.209516,17.209614,0.801,-9999999,0.000007,0.499167,0.856562,-0.274065,0.981179,0.34,39.9972,-1.062361,2.653917,2007-05-18T10:21:20.785,-9999999,K5,079.D-0466(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K0,7.13954131686452E-06,6.04465440625255E-07,0,0,0
