target,ra,dec,BJD,RV_mlc_nzp,e_RV_mlc_nzp,RV_drs_nzp,e_RV_drs_nzp,RV_mlc,e_RV_mlc,RV_drs,e_RV_drs,RV_mlc_j,e_RV_mlc_j,CRX,e_CRX,dLW,e_dLW,Halpha,e_Halpha,NaD1,e_NaD1,NaD2,e_NaD2,f_RV,FWHM_DRS,CONTRAST_DRS,BIS,RVGUESS,SNR_DRS,BJD_DRS,BERV,BERV_DRS,DRIFT,e_DRIFT,SA,NZP_mlc,dNZP_mlc,NZP_drs,dNZP_drs,TMMEAN,EXPTIME,MLCRX,E_MLCRX,TIMEID,DRIFT_LAMP,MASK,PROGID,PROGPI,AIRMASS,OBHAB,THAR_FP,DPR_TYPE,RHKp,dRHKp,sourceflag,vsinflag,metflag
HD76700,133.4767255,-66.80169,2455966.7930545,0,4.135596,38092.800905,1.043578,1.840979,4.045931,38091.628069,0.355627,0.255338,0.428743,-12.823261,7.901663,-21.14276,4.18195,0.435946,0.000445,0.289681,0.000542,0.383816,0.00071,0,7.257642,55.842481,-0.026202,36.6,178.1,2455966.79305,7.602917,7.602958,0,-9999999,0,-0.378184,0.856502,-1.172836,0.981114,0.49,900.0053,-12.809193,7.90203,2012-02-09T06:53:29.425,-9999999,G2,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_wavesimult,STAR_WAVE_G6V,5.78777007851967E-06,5.82798309857505E-07,0,0,0
HD76700,133.4767255,-66.80169,2457559.5109842,24.038441,1.542862,38109.599905,1.550819,42.821234,0.926758,38111.066623,0.770152,16.566211,0.926765,7.681655,10.447839,6.019475,1.913132,0.440166,0.000981,0.285542,0.001215,0.384462,0.001581,0,7.276322,55.593471,-0.019194,38.9,80.7,2457559.51098,-8.015997,-8.015973,0.044,-9999999,0.571976,0.754682,1.233508,0.894742,1.34607,0.47,499.9983,7.680851,10.4747,2016-06-20T00:10:59.553,-9999999,G2,097.C-0090(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,7.85219169020209E-07,1.39380915380288E-06,0,0,0
HD76700,133.4767255,-66.80169,2457559.51742,22.332488,1.484809,38108.501459,1.513156,41.127102,0.82652,38109.968371,0.691205,14.855274,0.826599,-10.63701,8.629134,8.069863,1.67983,0.438617,0.000871,0.286657,0.001083,0.383432,0.001404,0,7.28527,55.572704,-0.016813,38.9,90.3,2457559.51741,-8.018634,-8.018607,0.133,-9999999,0.571979,0.766502,1.2335,0.894933,1.34606,0.52,499.9983,-10.648812,8.651372,2016-06-20T00:19:50.624,-9999999,G2,097.C-0090(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,1.79288315366819E-06,1.26799657830679E-06,0,0,0
HD76700,133.4767255,-66.80169,2457559.5235655,23.022582,1.475253,38108.86432,1.506716,41.828483,0.809239,38110.331416,0.677008,15.490097,0.809224,1.290243,9.455797,6.455621,1.5705,0.439337,0.000847,0.2853,0.001053,0.383675,0.001367,0,7.278706,55.586082,-0.015829,38.9,92.6,2457559.52356,-8.020921,-8.020893,0.232,-9999999,0.571981,0.777789,1.233493,0.895115,1.346051,0.52,499.9983,1.282964,9.482474,2016-06-20T00:28:41.604,-9999999,G2,097.C-0090(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,7.2351333612625E-06,1.07888187504005E-06,0,0,0
HD76700,133.4767255,-66.80169,2457561.4496469,-14.239092,1.430772,38071.597393,1.480746,4.779871,0.724803,38073.407733,0.616761,-21.419932,0.725029,15.986451,9.950061,6.382333,1.662571,0.439901,0.000787,0.285355,0.000961,0.381121,0.001245,0,7.277747,55.595294,-0.017397,38.9,101.1,2457561.44964,-8.08665,-8.086627,0.27,-9999999,0.572673,0.990851,1.2336,1.237667,1.346185,0.46,499.9983,15.971863,9.90166,2016-06-21T22:42:49.437,-9999999,G2,097.C-0090(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,4.53580878683346E-06,1.02181747894649E-06,0,0,0
HD76700,133.4767255,-66.80169,2457561.4563156,-15.311325,1.433736,38071.855648,1.482131,3.719886,0.730654,38073.666188,0.620109,-22.642248,0.73093,5.357248,10.300927,2.028737,1.391001,0.439548,0.0008,0.284739,0.000974,0.385134,0.00127,0,7.280465,55.632415,-0.015827,38.9,99.8,2457561.45631,-8.091367,-8.091346,0.045,-9999999,0.572675,1.003099,1.233589,1.237865,1.346171,0.55,499.9983,5.361644,10.247679,2016-06-21T22:51:40.627,-9999999,G2,097.C-0090(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,9.13167709423446E-06,7.07276190493909E-07,0,0,0
HD76700,133.4767255,-66.80169,2457561.4621146,-16.68888,1.414963,38070.758724,1.469991,2.352982,0.69311,38072.569438,0.590532,-23.904767,0.693226,9.674909,9.447164,2.179119,1.486043,0.441363,0.000752,0.283469,0.000912,0.3827,0.001188,0,7.278831,55.655753,-0.01894,38.9,105.9,2457561.46211,-8.095293,-8.095269,0.025,-9999999,0.572677,1.01375,1.23358,1.238037,1.346159,0.49,499.9983,9.660676,9.385222,2016-06-21T23:00:31.677,-9999999,G2,097.C-0090(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,7.68056381978833E-06,7.78803616734649E-07,0,0,0
HD76700,133.4767255,-66.80169,2457857.571878,19.936771,2.081468,38101.281682,2.085603,36.915419,1.676642,38100.820849,1.593128,10.644899,1.67667,27.443668,18.303648,3.960105,4.31112,0.442118,0.001832,0.285958,0.002228,0.389867,0.002871,0,7.268818,55.629193,-0.011383,38.9,46.5,2457857.57187,-0.40183,-0.401766,0.074,-9999999,0.679016,-1.049463,1.233442,-1.139849,1.345988,0.57,499.9982,27.463733,18.307372,2017-04-14T01:36:20.897,-9999999,G2,60.A-9700(G),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,-9999999,-9999999,-9999999,-9999999,-9999999
HD76700,133.4767255,-66.80169,2457857.5773315,17.72402,1.862918,38103.854975,1.843229,34.712685,1.3961,38103.394306,1.259296,8.214399,1.395397,27.201094,14.374861,8.122087,3.257514,0.44039,0.001533,0.287511,0.001857,0.387836,0.002382,0,7.278676,55.556071,-0.024168,38.9,54.8,2457857.57733,-0.407625,-0.407569,0.042,-9999999,0.679018,-1.039447,1.233438,-1.139687,1.345982,0.45,499.9983,27.193669,14.381522,2017-04-14T01:45:12.077,-9999999,G2,60.A-9700(G),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,1.2017438647069E-05,1.21805902316086E-06,0,0,0
HD76700,133.4767255,-66.80169,2457857.5834774,19.334944,1.502706,38105.518891,1.531592,36.334896,0.858352,38105.058406,0.730838,9.905088,0.85837,9.254729,10.022575,1.352674,2.210214,0.438953,0.000961,0.292344,0.001146,0.387914,0.001479,0,7.273914,55.675417,-0.01415,38.9,85.5,2457857.58348,-0.414059,-0.414008,-0.043,-9999999,0.67902,-1.028159,1.233433,-1.139505,1.345976,0.45,499.9983,9.240353,10.037692,2017-04-14T01:54:03.087,-9999999,G2,60.A-9700(G),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,1.0238895189715E-05,8.99853173634302E-07,0,0,0
HD76700,133.4767255,-66.80169,2458082.7967956,13.347142,1.358097,38096.588162,1.43509,29.402931,0.568424,38097.788395,0.497876,2.989754,0.567897,-1.376839,5.945846,1.935197,1.084798,0.440566,0.000671,0.284634,0.000782,0.391859,0.001017,0,7.276728,55.668643,-0.018267,38.9,123.1,2458082.79679,6.025072,6.02503,0.266,-9999999,0.759899,-1.972322,1.233418,0.440334,1.345958,0.52,499.9983,-1.376838,5.958014,2017-11-25T07:04:49.669,-9999999,G2,0100.C-0414(A),Trifonov,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,5.75553577035718E-06,6.84545981264623E-07,0,0,0
HD76700,133.4767255,-66.80169,2458082.8027721,15.076278,1.391459,38097.957641,1.457981,31.143044,0.644072,38099.158053,0.56044,4.784775,0.643598,-4.281082,6.27255,0.193006,1.093895,0.440016,0.000756,0.285653,0.000888,0.393196,0.001155,0,7.275527,55.695831,-0.017503,38.9,109,2458082.80277,6.020622,6.020579,0.189,-9999999,0.759901,-1.961346,1.233422,0.440511,1.345963,0.49,499.9983,-4.274783,6.289137,2017-11-25T07:13:41.028,-9999999,G2,0100.C-0414(A),Trifonov,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,8.82298601189824E-06,7.31879956473585E-07,0,0,0
HD76700,133.4767255,-66.80169,2458082.8091478,15.819891,1.362754,38099.699202,1.437662,31.898367,0.579444,38100.899805,0.505212,5.63094,0.579181,-10.578977,5.914543,0.517121,1.135842,0.439452,0.000678,0.284273,0.000792,0.390525,0.001029,0,7.271566,55.691745,-0.017037,38.9,121.4,2458082.80914,6.015749,6.015708,0.259,-9999999,0.759903,-1.949636,1.233427,0.4407,1.345969,0.53,499.9983,-10.582378,5.93581,2017-11-25T07:22:31.878,-9999999,G2,0100.C-0414(A),Trifonov,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,4.49444275799629E-06,8.55402451575737E-07,0,0,0
HD76700,133.4767255,-66.80169,2458084.8394867,-10.395848,1.319586,38071.890487,1.409051,5.690733,0.468936,38073.930047,0.416781,-20.624671,0.468795,2.436413,6.465287,1.652116,0.972105,0.439041,0.000568,0.284658,0.000654,0.391073,0.000849,0,7.274259,55.672602,-0.016201,38.9,147.1,2458084.83948,6.207557,6.207516,0.278,-9999999,0.760632,-1.941531,1.233453,1.278928,1.346001,0.5,499.9982,2.44798,6.389707,2017-11-27T08:06:24.620,-9999999,G2,0100.C-0414(A),Trifonov,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,5.95425659901653E-06,5.4829459529481E-07,0,0,0
HD76700,133.4767255,-66.80169,2458084.8456357,-10.111145,1.328496,38072.567508,1.415032,5.986729,0.493439,38074.607252,0.436551,-20.379063,0.492999,1.898005,6.37164,1.873241,1.121568,0.439709,0.000589,0.285504,0.000682,0.390532,0.000883,0,7.278737,55.667374,-0.018809,38.9,141.3,2458084.84563,6.202231,6.202186,0.376,-9999999,0.760634,-1.930238,1.233459,1.27911,1.346008,0.5,499.9982,1.903818,6.295519,2017-11-27T08:15:15.880,-9999999,G2,0100.C-0414(A),Trifonov,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,5.35287152865304E-06,6.26396543543574E-07,0,0,0
HD76700,133.4767255,-66.80169,2458084.8517816,-10.993953,1.327816,38071.442102,1.414321,5.115209,0.49159,38073.482031,0.434216,-21.329268,0.491259,0.439577,5.730696,2.717802,1.142004,0.439047,0.000578,0.284872,0.000672,0.391191,0.000871,0,7.277133,55.659118,-0.015722,38.9,143.3,2458084.85177,6.196853,6.196814,0.408,-9999999,0.760637,-1.91895,1.233465,1.279292,1.346016,0.5,499.9983,0.4343,5.643171,2017-11-27T08:24:06.880,-9999999,G2,0100.C-0414(A),Trifonov,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,5.78482359593302E-06,7.24948809865621E-07,0,0,0
HD76700,133.4767255,-66.80169,2458085.7842358,-18.544144,1.455439,38064.850987,1.498375,-2.939174,0.772658,38065.872213,0.658446,-29.362971,0.771907,-7.673144,8.526452,0.377809,1.372337,0.441096,0.000878,0.290849,0.001045,0.388778,0.001354,0,7.280057,55.683452,-0.017105,38.9,93,2458085.78423,6.357429,6.357382,0.392,-9999999,0.760971,-2.423142,1.23341,0.260255,1.345948,0.48,499.9982,-7.662609,8.452511,2017-11-28T06:46:59.248,-9999999,G2,0100.C-0414(A),Trifonov,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,6.69654685572631E-06,8.93021499141104E-07,0,0,0
HD76700,133.4767255,-66.80169,2458085.7907829,-16.902847,1.496291,38066.158793,1.526098,-1.285852,0.847099,38067.180217,0.719294,-27.557687,0.846546,6.48862,7.752022,1.689444,1.771043,0.440553,0.000957,0.289946,0.001142,0.388872,0.001483,0,7.281362,55.668627,-0.017815,38.9,85.3,2458085.79077,6.352608,6.352572,0.302,-9999999,0.760974,-2.411117,1.233414,0.26045,1.345953,0.55,499.9983,6.503134,7.68197,2017-11-28T06:55:49.908,-9999999,G2,0100.C-0414(A),Trifonov,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,6.32356919366096E-06,8.24163991572202E-07,0,0,0
HD76700,133.4767255,-66.80169,2458085.79635,-16.869743,1.524163,38065.023764,1.544155,-1.242524,0.895407,38066.045355,0.756845,-27.576323,0.89457,-8.127114,7.551464,3.220021,1.778865,0.442594,0.000998,0.291596,0.001201,0.389497,0.001555,0,7.280856,55.675548,-0.018657,38.9,81.6,2458085.79634,6.348396,6.348353,0.386,-9999999,0.760976,-2.400892,1.233418,0.260615,1.345958,0.45,499.9983,-8.12457,7.476113,2017-11-28T07:04:40.898,-9999999,G2,0100.C-0414(A),Trifonov,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G6V,4.80055568787314E-06,1.20033923477966E-06,0,0,0
